GeneID	GeneSymbol	HL_17_R1	HL_17_R2	HL_18_R1_a	HL_18_R2_a	HL_18_R1_b	HL_18_R2_b	HL_30_R1	HL_30_R2	HL_33_R1	HL_33_R2	HL_34_R1	HL_34_R2	HL_38_R1	HL_38_R2	HL_39_R1	HL_39_R2
ENSG00000010278.7	CD9	1035	990	600	587	1167	1233	1493	1594	969	1027	720	780	90	118	41	71
ENSG00000010282.10	HHATL	0	0	1	0	2	3	32	36	0	0	0	1	1	0	1	0
ENSG00000010292.8	NCAPD2	1592	1388	4093	4121	1216	1395	3949	3774	2378	2505	1838	1888	382	423	477	709
ENSG00000010295.15	IFFO1	1610	1437	1823	1959	1958	2085	2343	2218	1918	1789	2113	2341	870	872	551	892
ENSG00000010310.4	GIPR	205	189	162	152	156	129	299	334	189	202	141	153	42	31	48	108
ENSG00000010318.14	PHF7	94	87	188	177	145	146	175	186	122	140	129	134	39	28	29	49
ENSG00000010319.2	SEMA3G	276	235	296	302	277	269	565	551	267	288	271	297	42	19	31	44
ENSG00000010322.11	NISCH	2876	2844	3253	3323	3878	3955	3981	3871	3812	3783	3203	3459	1016	1115	477	850
ENSG00000010327.6	STAB1	9375	9255	2494	2464	9890	11211	2191	2276	7373	6713	10822	12516	1463	1630	313	482
ENSG00000010361.9	FUZ	275	261	312	327	288	315	396	368	350	395	298	365	45	50	50	68
ENSG00000010379.11	SLC6A13	5	9	2	4	5	9	9	2	8	15	2	10	2	2	3	6
ENSG00000010404.13	IDS	2596	2219	4941	4761	1924	2082	9718	9431	3562	4031	3563	3608	884	1149	1099	1593
ENSG00000010438.12	PRSS3	4	2	2	3	3	3	2	5	2	4	2	2	0	0	0	0
ENSG00000010539.7	ZNF200	290	257	684	632	265	250	778	813	474	516	355	324	129	157	95	196
ENSG00000010610.5	CD4	10175	8955	14473	15300	8497	9870	20078	18526	14765	16497	16451	17043	2943	3150	3765	5794
ENSG00000010626.10	LRRC23	238	231	202	187	237	265	252	258	250	284	312	371	56	40	34	50
ENSG00000010671.11	BTK	2181	1833	3028	2996	895	1021	4263	4328	2316	2507	1594	1637	421	470	338	536
ENSG00000010704.14	HFE	345	276	285	296	182	180	416	436	281	315	318	265	30	54	34	52
ENSG00000010803.12	SCMH1	661	608	820	814	517	667	1121	956	861	883	828	856	113	140	84	156
ENSG00000010810.12	FYN	3061	2779	9060	9624	3803	4166	8199	7797	4872	5128	3434	3798	1041	1167	1535	2426
ENSG00000010818.4	HIVEP2	1110	903	2384	2289	890	895	4359	4021	1643	1775	1071	1159	242	298	374	548
ENSG00000010932.11	FMO1	47	31	134	152	314	347	462	464	217	217	594	617	13	12	13	24
ENSG00000011007.7	TCEB3	1149	991	1778	1775	884	1040	2219	2126	1366	1534	1407	1400	339	390	256	430
ENSG00000011009.6	LYPLA2	1591	1507	2079	2304	2301	2574	2299	2231	2900	2826	2322	2647	616	658	363	540
ENSG00000011021.17	CLCN6	576	581	831	954	477	476	1130	1040	714	795	727	744	202	194	120	155
ENSG00000011028.9	MRC2	1651	1523	1443	1509	10745	10997	1456	1456	7520	7065	6299	7283	372	365	377	525
ENSG00000011052.16	NME2	11	12	14	11	14	14	11	8	21	11	9	5	4	0	2	0
ENSG00000011083.4	SLC6A7	11	7	9	15	26	36	67	45	24	38	27	30	9	22	12	14
ENSG00000011105.7	TSPAN9	1117	1007	486	529	1402	1549	881	876	1302	1365	1166	1346	66	86	32	64
ENSG00000011114.10	BTBD7	562	517	751	717	327	275	961	903	561	615	580	565	132	130	97	189
ENSG00000011132.7	APBA3	702	703	1077	928	1014	1078	1258	1342	1258	1060	667	853	265	289	115	186
ENSG00000011143.12	MKS1	311	247	391	413	343	356	479	506	358	387	371	405	76	76	73	105
ENSG00000011198.3	ABHD5	194	167	262	277	203	222	466	410	279	340	307	310	43	80	58	101
ENSG00000011201.6	KAL1	223	155	172	182	128	129	302	328	176	225	337	310	45	45	31	31
ENSG00000011243.12	AKAP8L	1626	1455	2387	2473	2098	2187	2913	2813	1998	2134	2006	2212	526	550	344	567
ENSG00000011258.11	MBTD1	470	429	948	904	275	287	1149	1157	448	489	500	482	105	133	129	246
ENSG00000011260.9	UTP18	1037	989	1801	1832	963	1048	1815	1764	1556	1726	1653	1653	324	370	252	373
ENSG00000011275.14	RNF216	1397	1310	3258	3444	1529	1742	3631	3509	2332	2228	1439	1719	462	462	356	563
ENSG00000011295.11	TTC19	974	798	1419	1401	937	943	1577	1568	1230	1372	1168	1044	252	254	171	252
ENSG00000011304.12	PTBP1	4182	3894	8308	7970	5213	4837	8975	9224	6511	6635	4862	5411	1641	1806	1137	1848
ENSG00000011332.15	DPF1	6	3	9	11	12	28	9	15	21	23	13	17	10	14	0	0
ENSG00000011347.5	SYT7	46	46	18	23	86	73	42	49	54	60	131	144	6	4	0	4
ENSG00000011376.5	LARS2	447	446	908	918	349	396	975	855	595	663	455	460	122	100	84	122
ENSG00000011405.9	PIK3C2A	919	795	1359	1341	450	444	1862	1830	757	851	822	778	152	205	179	240
ENSG00000011422.7	PLAUR	516	448	479	501	1057	1082	1035	989	2031	2157	2036	2227	470	481	226	343
ENSG00000011426.6	ANLN	97	82	370	362	60	58	221	251	166	163	221	275	37	47	44	80
ENSG00000011451.12	WIZ	846	952	1180	1192	1035	1082	1449	1447	1468	1351	1055	1249	277	310	211	265
ENSG00000011454.12	RABGAP1	1357	1178	2091	2153	852	922	2886	2833	1446	1658	1596	1558	345	433	321	472
ENSG00000011465.12	DCN	21653	19681	12641	12482	47816	54857	17760	17432	43318	49047	40460	40660	441	468	77	111
ENSG00000011478.7	QPCTL	385	356	238	279	370	379	337	326	410	435	333	328	50	51	38	61
ENSG00000011485.10	PPP5C	1249	1209	1861	1791	1235	1385	1794	1756	1626	1718	1310	1481	378	428	174	281
ENSG00000011523.9	CEP68	854	761	1527	1475	745	786	2071	2051	1018	1102	701	685	162	174	120	200
ENSG00000011566.9	MAP4K3	420	414	501	506	213	203	712	705	346	413	473	430	108	116	107	157
ENSG00000011590.9	ZBTB32	124	137	368	356	261	253	313	326	411	387	274	309	224	236	66	89
ENSG00000011600.7	TYROBP	4772	4410	2022	2105	6814	8060	3882	3823	5094	5407	10243	11598	2393	2791	2617	4033
ENSG00000011638.6	TMEM159	541	486	419	393	317	326	737	689	457	519	725	767	59	68	39	67
ENSG00000011677.7	GABRA3	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0
ENSG00000012048.15	BRCA1	219	175	636	685	169	185	416	377	286	298	298	347	111	105	63	104
ENSG00000012061.11	ERCC1	1642	1560	1599	1765	1998	2272	1980	1956	2560	2815	2335	2526	264	272	258	424
ENSG00000012124.10	CD22	6394	5793	10151	10568	1682	1959	13235	12788	7539	8019	2633	2677	1112	1126	581	871
ENSG00000012171.13	SEMA3B	36	38	38	31	155	172	52	61	48	36	40	61	22	16	4	3
ENSG00000012174.7	MBTPS2	331	307	538	444	196	239	609	580	381	379	352	371	57	63	40	49
ENSG00000012211.8	PRICKLE3	177	164	282	280	193	226	409	375	303	296	240	254	76	93	59	83
ENSG00000012223.8	LTF	1053	943	1889	2080	714	852	42913	40686	888	1024	229	253	34	32	103	145
ENSG00000012232.4	EXTL3	789	650	891	864	892	946	1082	1162	1220	1289	1134	1098	127	158	94	144
ENSG00000012504.9	NR1H4	0	1	3	1	0	0	2	2	0	0	0	0	0	0	0	3
ENSG00000012660.9	ELOVL5	2227	2099	5565	5455	1535	1641	8079	8005	3743	4109	2805	2981	661	769	697	1049
ENSG00000012779.6	ALOX5	1955	1846	2440	2756	1925	2164	3982	3870	2831	2997	2423	2709	193	207	86	140
ENSG00000012817.11	KDM5D	0	0	1	8	1	1	2	1	1	0	2296	2363	860	924	0	2
ENSG00000012822.11	CALCOCO1	3237	2828	3351	3347	2218	2488	4693	4321	3350	3629	3382	3446	378	426	507	766
ENSG00000012963.9	UBR7	858	774	1799	1741	616	708	1778	1706	1185	1316	1024	1042	249	327	260	363
ENSG00000012983.7	MAP4K5	848	740	1305	1226	536	664	1539	1469	1043	1018	964	1063	193	246	218	337
ENSG00000013016.10	EHD3	416	388	573	580	500	608	682	649	654	733	511	617	30	35	34	48
ENSG00000013275.3	PSMC4	2077	1873	2410	2642	1976	2441	2735	2495	3043	3352	3690	3895	701	685	594	944
ENSG00000013288.4	MAN2B2	1334	1185	2518	2440	1745	1883	2828	2872	2315	2339	2283	2495	656	830	634	941
ENSG00000013293.4	SLC7A14	0	1	0	0	0	0	3	0	0	1	0	0	0	0	0	0
ENSG00000013297.6	CLDN11	430	426	98	114	144	188	308	331	99	77	209	217	10	11	3	3
ENSG00000013306.11	SLC25A39	3646	3250	3675	3948	4658	5364	4079	3680	4597	4695	3864	4486	1178	1275	613	931
ENSG00000013364.14	MVP	6050	5459	7449	7698	8545	9174	9989	9710	10317	9810	8998	10520	3907	3993	1791	2977
ENSG00000013374.11	NUB1	1965	1901	4274	4335	2154	2213	5634	5422	3775	4185	3521	3691	1106	1195	646	973
ENSG00000013375.10	PGM3	934	814	630	577	627	691	862	847	1221	1374	990	1087	147	153	105	148
ENSG00000013392.6	RWDD2A	365	314	313	302	237	267	392	361	279	312	216	276	51	57	57	87
ENSG00000013441.11	CLK1	5846	5138	8190	7969	3028	3188	12280	12113	4751	5271	4624	4615	1371	1632	1199	1844
ENSG00000013503.5	POLR3B	241	188	322	352	173	185	369	403	306	335	285	249	38	43	45	54
ENSG00000013523.5	ANGEL1	654	531	999	1007	584	658	1354	1328	905	954	1096	1123	316	380	173	284
ENSG00000013561.13	RNF14	1026	893	1359	1257	712	737	1561	1672	1070	1218	1137	1156	256	307	290	376
ENSG00000013563.8	DNASE1L1	562	580	720	812	509	631	899	847	785	847	653	649	197	199	127	200
ENSG00000013573.12	DDX11	1239	1015	1132	1183	802	850	1305	1175	1506	1603	975	1069	291	341	212	400
ENSG00000013583.4	HEBP1	940	837	987	957	1025	1108	959	954	959	1120	1511	1410	186	212	149	242
ENSG00000013588.5	GPRC5A	24	28	4	6	27	33	32	29	27	30	30	39	2	3	0	1
ENSG00000013619.9	MAMLD1	231	210	151	186	66	96	182	187	176	140	158	154	42	62	12	40
ENSG00000013725.10	CD6	2666	2383	9113	9749	5915	6286	10797	10184	9210	9626	4427	5014	1722	1937	1641	2553
ENSG00000013810.14	TACC3	1592	1490	4139	4308	2591	2696	3108	2939	3343	3186	2362	2780	778	875	672	1101
ENSG00000014123.9	UFL1	883	777	1636	1587	481	466	2023	1976	822	954	804	866	181	235	301	446
ENSG00000014138.4	POLA2	600	506	979	1006	550	635	948	949	838	876	864	959	157	160	109	174
ENSG00000014164.6	ZC3H3	626	577	1026	1080	1118	1115	995	898	1052	887	572	738	378	394	136	236
ENSG00000014216.11	CAPN1	2957	2879	3926	4017	3238	3655	5386	5446	4682	4584	3687	4134	1015	1096	516	859
ENSG00000014257.11	ACPP	81	57	36	35	60	72	158	133	78	83	110	149	35	28	2	7
ENSG00000014641.13	MDH1	3059	2639	5312	5095	2600	2959	5381	5218	4891	5742	6541	6621	1830	2119	1870	2795
ENSG00000014824.8	SLC30A9	1075	1036	1872	1705	871	944	1965	1968	1253	1432	1459	1459	183	274	200	374
ENSG00000014914.15	MTMR11	182	122	117	86	158	205	196	163	174	152	231	253	19	26	18	17
ENSG00000014919.8	COX15	924	847	1536	1579	876	1092	1775	1686	1251	1356	1163	1231	236	258	232	347
ENSG00000015133.14	CCDC88C	1963	1899	4664	4657	1776	1794	5159	5257	2116	2207	1158	1340	612	675	556	901
ENSG00000015153.10	YAF2	508	439	730	764	363	416	935	906	643	733	592	555	102	152	124	212
ENSG00000015171.14	ZMYND11	1422	1274	2127	2069	822	881	3057	2860	1395	1560	1354	1332	239	343	306	525
ENSG00000015285.6	WAS	3368	2986	4651	5102	3258	4121	5875	5435	4611	4899	3847	4580	963	1035	982	1576
ENSG00000015413.5	DPEP1	556	518	122	116	337	362	90	100	525	513	144	172	1	1	0	1
ENSG00000015475.14	BID	980	950	1124	1039	1108	1197	1287	1372	1172	1337	1584	1710	492	565	410	725
ENSG00000015479.13	MATR3	6915	6202	12107	11443	4589	4962	14747	14550	8431	9646	8362	8048	1684	2055	1443	2204
ENSG00000015520.10	NPC1L1	1	4	3	1	1	1	5	5	4	5	4	3	0	0	0	0
ENSG00000015532.5	XYLT2	947	915	1513	1637	1289	1289	1607	1485	1513	1516	1444	1641	349	391	194	283
ENSG00000015568.8	RGPD5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000015592.12	STMN4	4	2	0	0	2	2	48	50	6	14	4	3	9	10	0	1
ENSG00000015676.12	NUDCD3	2027	1856	2762	2929	2029	2292	3271	3114	2832	3032	2365	2642	506	551	348	584
ENSG00000016082.10	ISL1	0	1	17	18	10	10	208	203	7	6	3	6	0	0	0	0
ENSG00000016391.5	CHDH	115	95	52	62	59	66	66	80	64	65	107	121	16	13	21	18
ENSG00000016402.8	IL20RA	7	13	9	13	65	50	73	53	14	18	1	7	0	0	0	0
ENSG00000016490.11	CLCA1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ENSG00000016602.8	CLCA4	0	0	3	2	0	0	12	2	1	0	0	0	0	0	0	0
ENSG00000016864.12	GLT8D1	1535	1351	1707	1530	1381	1591	1664	1634	1744	2023	1801	1908	234	269	245	325
ENSG00000017260.15	ATP2C1	1410	1271	2717	2508	1256	1378	3390	3487	2274	2448	2783	2672	474	578	466	770
ENSG00000017373.11	SRCIN1	46	44	74	107	37	32	83	74	70	60	25	22	14	18	1	8
ENSG00000017427.11	IGF1	2427	2275	1529	1549	3522	3921	843	797	3583	3990	1046	1040	17	33	6	9
ENSG00000017483.10	SLC38A5	975	905	844	871	1215	1409	514	543	1349	1311	904	1061	201	200	90	148
ENSG00000017621.11	MAGIX	32	30	32	22	38	43	28	41	35	32	35	55	12	9	9	7
ENSG00000017797.7	RALBP1	1104	953	2119	2003	827	780	2586	2603	1405	1572	1137	1220	261	353	191	332
ENSG00000018189.8	RUFY3	597	570	881	835	390	435	1244	1178	633	690	1042	1030	332	403	189	293
ENSG00000018236.10	CNTN1	169	189	188	161	10	15	221	209	138	164	117	130	10	10	2	3
ENSG00000018280.12	SLC11A1	273	255	102	92	989	1064	103	115	404	525	948	1058	65	73	7	16
ENSG00000018408.10	WWTR1	1068	953	694	713	725	681	913	928	1175	1329	1239	1334	136	166	94	140
ENSG00000018510.8	AGPS	850	757	1387	1379	658	680	1535	1539	1340	1494	1262	1265	278	310	277	401
ENSG00000018607.5	ZNF806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000018610.8	CXorf56	423	379	696	688	325	408	901	823	667	752	376	340	99	148	105	145
ENSG00000018625.10	ATP1A2	27	12	20	16	42	42	291	279	14	8	19	13	15	14	0	0
ENSG00000018699.7	TTC27	346	336	751	690	379	417	866	834	636	676	584	585	99	109	88	145
ENSG00000018869.12	ZNF582	99	77	139	130	88	85	179	172	130	150	107	121	24	32	23	38
ENSG00000019102.7	VSIG2	22	13	8	11	11	14	12	15	19	18	22	23	9	16	2	4
ENSG00000019144.12	PHLDB1	1360	1168	625	596	1734	1742	1166	999	2701	2791	2194	2393	224	299	200	256
ENSG00000019169.9	MARCO	2717	2406	451	463	173	202	925	859	627	623	10641	11578	333	278	25	42
ENSG00000019186.5	CYP24A1	13	8	130	131	10	14	106	114	32	27	5	10	6	11	30	66
ENSG00000019485.8	PRDM11	116	109	135	152	97	115	224	224	110	113	100	115	18	20	12	20
ENSG00000019505.3	SYT13	0	1	0	2	0	0	7	2	0	0	0	0	0	0	0	0
ENSG00000019549.4	SNAI2	943	822	390	412	928	939	562	532	1021	1152	1071	1054	42	32	42	49
ENSG00000019582.10	CD74	191111	174260	231232	247406	193527	244203	391511	344320	276128	287442	382252	439267	69745	70787	71151	112095
ENSG00000019991.11	HGF	245	217	53	68	109	103	272	275	138	129	168	147	19	18	36	62
ENSG00000019995.6	ZRANB1	865	780	1491	1368	684	752	1844	1779	988	1163	1084	1062	187	239	187	265
ENSG00000020129.11	NCDN	735	657	1167	1207	879	945	1419	1383	1562	1439	789	945	217	228	198	275
ENSG00000020181.13	GPR124	1065	1008	1065	979	924	986	1023	1010	1565	1517	1254	1339	69	88	49	56
ENSG00000020219.8	CCT8L1P	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000020256.15	ZFP64	318	247	551	552	239	282	606	575	410	425	364	370	72	91	35	64
ENSG00000020426.6	MNAT1	287	250	377	359	180	205	494	464	358	439	313	333	62	74	60	88
ENSG00000020577.9	SAMD4A	520	497	701	702	420	482	853	798	628	724	868	880	345	398	230	394
ENSG00000020633.14	RUNX3	2226	1864	4033	4070	1829	2080	8345	8136	3085	3132	1976	2074	717	810	657	922
ENSG00000020922.8	MRE11A	472	413	840	849	235	243	817	860	488	554	337	320	129	133	123	209
ENSG00000021300.9	PLEKHB1	265	217	535	562	330	366	1053	896	527	557	277	314	44	70	96	164
ENSG00000021355.8	SERPINB1	2863	2573	4628	4360	3190	3288	6008	6067	5826	6706	5128	5095	1523	1644	896	1492
ENSG00000021461.12	CYP3A43	1	1	0	0	2	0	0	0	0	1	0	0	0	0	0	1
ENSG00000021488.8	SLC7A9	6	4	7	3	3	6	9	13	11	10	16	7	4	2	2	5
ENSG00000021574.7	SPAST	531	455	1044	1027	419	452	1216	1247	782	855	822	831	147	165	151	259
ENSG00000021645.13	NRXN3	101	104	107	104	7	13	160	137	48	44	74	84	18	19	19	31
ENSG00000021762.15	OSBPL5	558	509	338	339	710	721	535	483	635	580	519	610	155	179	67	99
ENSG00000021776.6	AQR	902	729	1723	1710	488	548	2434	2340	1100	1133	866	900	214	236	265	376
ENSG00000021826.10	CPS1	22	34	31	20	27	28	31	25	23	27	53	67	1	5	3	5
ENSG00000021852.8	C8B	2	0	0	0	1	2	0	0	1	6	0	0	0	0	0	0
ENSG00000022267.12	FHL1	1370	1124	1152	1169	688	840	2544	2323	727	780	638	649	216	252	115	174
ENSG00000022277.8	RTFDC1	2447	2092	3082	3303	2144	2392	3553	3486	3382	3742	3180	3206	598	640	571	867
ENSG00000022355.10	GABRA1	27	24	0	0	0	0	1	1	0	0	0	0	0	0	0	0
ENSG00000022556.11	NLRP2	360	367	1187	1281	599	635	322	358	41	39	45	44	109	133	71	81
ENSG00000022567.5	SLC45A4	419	442	431	449	383	449	625	610	575	529	746	755	193	233	115	187
ENSG00000022840.11	RNF10	3463	3022	5018	4907	3084	3572	5958	5743	4814	5249	4628	4847	833	991	893	1328
ENSG00000022976.11	ZNF839	457	401	798	798	496	499	902	875	657	699	474	499	194	220	147	247
ENSG00000023041.7	ZDHHC6	969	973	1649	1599	890	905	1947	1895	1334	1648	1341	1373	324	370	349	469
ENSG00000023171.10	GRAMD1B	391	319	675	681	334	390	867	905	746	799	675	744	276	307	171	239
ENSG00000023191.12	RNH1	3555	3656	3626	3593	4917	5235	4723	4663	5376	4536	4425	5931	1546	1571	706	1193
ENSG00000023228.8	NDUFS1	945	840	1484	1520	644	662	1761	1719	1220	1295	1059	1105	237	283	225	437
ENSG00000023287.8	RB1CC1	886	796	1761	1608	459	496	2304	2292	937	1058	756	844	183	234	241	341
ENSG00000023318.7	ERP44	2736	2500	2994	3018	2011	2247	3366	3519	3078	3389	3893	3910	560	652	727	1109
ENSG00000023330.10	ALAS1	965	854	1662	1621	778	815	2078	2050	1547	1616	1960	2050	1441	1543	884	1385
ENSG00000023445.9	BIRC3	5900	5215	17059	16057	3976	4374	22446	22281	6670	7531	5385	5621	2719	3195	1658	2452
ENSG00000023516.7	AKAP11	1174	1021	2239	2294	503	547	3788	3593	1224	1314	1225	1166	222	319	287	496
ENSG00000023572.4	GLRX2	134	107	231	195	207	195	206	217	216	237	333	310	57	56	61	88
ENSG00000023608.4	SNAPC1	173	146	270	261	154	151	400	379	262	303	277	303	65	70	36	63
ENSG00000023697.8	DERA	549	514	665	695	376	357	761	734	642	710	680	696	125	150	155	264
ENSG00000023734.6	STRAP	1827	1691	2865	2672	1498	1784	3123	3180	3109	3307	2834	2762	474	552	498	763
ENSG00000023839.6	ABCC2	53	42	111	116	47	53	87	97	46	44	31	29	13	7	18	32
ENSG00000023892.9	DEF6	3380	2974	5328	5690	4685	4919	6394	6287	5092	5176	3153	3464	1581	1716	1014	1646
ENSG00000023902.9	PLEKHO1	4258	3711	5045	5475	4818	5335	8190	7757	6846	7491	7985	8755	2614	2739	1690	2637
ENSG00000023909.5	GCLM	217	162	411	391	178	214	651	700	266	275	285	313	45	82	52	76
ENSG00000024048.6	UBR2	1151	1003	2108	2114	612	704	2881	2743	1195	1241	1160	1130	340	379	413	600
ENSG00000024422.7	EHD2	2145	1942	875	961	2404	2542	1703	1559	2902	3150	3126	3521	246	299	124	189
ENSG00000024526.12	DEPDC1	65	82	247	273	44	59	113	109	106	148	160	159	38	38	20	35
ENSG00000024862.12	CCDC28A	871	849	1496	1342	769	938	1480	1537	1226	1435	1105	1042	223	291	269	390
ENSG00000025039.9	RRAGD	372	342	485	424	341	417	819	826	522	480	940	884	213	244	199	261
ENSG00000025156.7	HSF2	420	359	840	821	321	290	762	746	456	562	342	337	100	116	80	126
ENSG00000025293.11	PHF20	1045	945	1595	1654	776	791	2425	2324	1188	1375	1057	1156	216	227	180	263
ENSG00000025423.7	HSD17B6	38	40	32	40	81	75	26	29	147	157	71	57	7	16	7	3
ENSG00000025434.14	NR1H3	2479	2232	2581	2658	2856	3175	2981	2845	3521	3633	9489	10140	3980	4137	1976	2935
ENSG00000025708.8	TYMP	4981	5026	5156	4904	9256	9571	6682	7214	7406	6362	8123	9756	4315	4378	1316	2144
ENSG00000025770.14	NCAPH2	1191	1124	1530	1558	1629	1598	1610	1553	1764	1687	1309	1397	266	264	201	321
ENSG00000025772.7	TOMM34	695	627	1306	1334	952	1209	1436	1360	1186	1285	1162	1264	184	222	158	210
ENSG00000025796.9	SEC63	2393	2157	3207	3105	1693	1972	3642	3842	2471	2740	2478	2417	348	458	298	554
ENSG00000025800.9	KPNA6	1193	1014	2245	2415	947	1016	3120	3029	1744	1899	1364	1404	304	351	257	446
ENSG00000026025.9	VIM	35751	32534	42643	42532	34618	39405	48186	46960	44515	49789	65182	67969	12195	14243	11247	17048
ENSG00000026036.16	RTEL1-TNFRSF6B	72	94	128	100	142	155	111	125	111	95	95	112	36	37	26	16
ENSG00000026103.15	FAS	983	879	2107	2058	726	841	2585	2554	1465	1691	1275	1383	282	405	258	457
ENSG00000026297.11	RNASET2	3665	3334	4255	4247	3711	3814	3729	3684	4513	4853	4772	5161	926	1126	917	1452
ENSG00000026508.12	CD44	10137	9254	19756	19452	11515	13571	29247	28654	17037	19060	23013	23683	5036	5810	3888	6049
ENSG00000026559.8	KCNG1	23	19	73	79	21	13	62	68	70	80	8	10	1	4	2	5
ENSG00000026652.9	AGPAT4	195	198	258	271	501	583	374	459	431	416	583	669	120	150	47	92
ENSG00000026751.12	SLAMF7	6688	5947	2133	2124	1207	1341	4723	4651	1613	1749	3103	3114	5355	6146	3196	4956
ENSG00000026950.12	BTN3A1	3028	2677	5609	5507	2099	2402	8004	7738	3487	3869	3916	4039	1102	1148	798	1159
ENSG00000027001.7	MIPEP	215	196	334	335	200	232	402	337	303	337	349	308	52	64	36	54
ENSG00000027075.9	PRKCH	2020	1682	5872	5635	1842	1989	5733	5690	3000	3353	1972	1949	508	625	652	970
ENSG00000027644.4	INSRR	45	21	31	31	124	182	63	54	132	94	59	67	0	1	0	2
ENSG00000027697.8	IFNGR1	5412	4760	8117	7972	3732	4202	10024	9822	5456	6074	4811	4700	1071	1256	1105	1776
ENSG00000027847.9	B4GALT7	937	892	816	817	1335	1392	858	855	1216	1239	1037	1098	267	261	111	185
ENSG00000027869.7	SH2D2A	485	440	838	897	832	1014	1757	1635	1156	1172	1206	1239	373	411	229	423
ENSG00000028116.12	VRK2	338	289	648	621	186	209	938	934	495	507	728	771	110	178	135	248
ENSG00000028137.12	TNFRSF1B	4613	3877	5119	5233	4600	5049	9096	8880	6147	6594	5509	5933	1607	1748	1110	1769
ENSG00000028203.13	VEZT	1036	995	1584	1492	579	600	1992	1944	1190	1443	1188	1158	211	268	221	331
ENSG00000028277.16	POU2F2	1911	1812	2637	2612	899	929	4191	3993	1991	2003	796	760	166	196	197	276
ENSG00000028310.13	BRD9	1119	984	1672	1684	1495	1493	1726	1614	1763	1794	1452	1679	442	461	259	434
ENSG00000028528.10	SNX1	3082	2837	4869	4829	2018	2243	6088	5886	3714	4141	3628	3973	840	948	811	1239
ENSG00000028839.5	TBPL1	486	426	783	761	334	428	905	901	610	727	495	517	92	108	115	159
ENSG00000029153.10	ARNTL2	198	185	478	457	149	190	721	773	420	457	565	624	183	205	108	184
ENSG00000029363.11	BCLAF1	3015	2707	5182	5020	2150	2317	6339	6245	3658	4087	3482	3478	695	902	746	1108
ENSG00000029364.7	SLC39A9	1683	1543	2345	2215	1129	1336	2462	2422	2037	2408	1958	2104	324	365	287	391
ENSG00000029534.15	ANK1	86	54	249	268	199	208	477	397	528	544	100	108	29	24	43	49
ENSG00000029559.5	IBSP	0	0	0	0	2	0	1	0	9	8	0	0	0	0	0	0
ENSG00000029639.6	TFB1M	257	220	376	343	167	172	458	420	273	320	251	283	73	72	78	120
ENSG00000029725.12	RABEP1	1650	1515	2963	2901	1297	1468	3394	3263	2254	2413	1938	1899	502	589	444	667
ENSG00000029993.10	HMGB3	743	643	817	856	877	946	360	338	465	560	501	507	102	133	86	129
ENSG00000030066.9	NUP160	842	813	1905	1886	409	438	2478	2475	1065	1128	840	826	216	245	232	349
ENSG00000030110.8	BAK1	832	770	1134	1221	870	1034	1057	998	1359	1336	1359	1393	257	310	249	337
ENSG00000030304.8	MUSK	33	35	74	78	5	6	43	30	12	11	7	6	1	9	7	8
ENSG00000030419.12	IKZF2	311	274	615	630	288	314	1305	1409	537	566	263	259	69	101	186	264
ENSG00000030582.12	GRN	15262	14837	11137	11369	18173	20859	16074	15168	16946	15767	24581	29737	5792	5772	2847	4493
ENSG00000031003.6	FAM13B	813	632	1383	1335	394	423	2111	2122	850	968	710	757	238	255	236	342
ENSG00000031081.6	ARHGAP31	1114	978	1237	1230	871	935	2909	3002	1264	1440	1831	1774	408	469	380	553
ENSG00000031544.9	NR2E3	2	3	2	3	2	3	1	1	3	2	3	4	1	1	1	1
ENSG00000031691.6	CENPQ	118	113	222	175	51	43	249	293	112	131	113	139	29	35	34	59
ENSG00000031698.8	SARS	3959	3521	4189	4181	3674	4568	4874	4656	4320	4798	4399	4616	737	785	412	613
ENSG00000031823.10	RANBP3	1679	1600	2713	2739	2109	2280	2982	2883	2487	2572	2389	2717	715	714	441	703
ENSG00000032219.14	ARID4A	766	655	1719	1698	375	432	2398	2243	827	910	673	631	170	193	146	303
ENSG00000032389.8	TSSC1	692	572	1039	964	699	710	976	1014	1024	1114	737	793	145	159	119	176
ENSG00000032444.11	PNPLA6	1743	1692	2170	2200	3041	3085	2603	2705	3103	2795	3177	3684	1082	1151	414	670
ENSG00000032742.13	IFT88	223	211	388	375	205	217	444	439	279	283	246	256	57	61	38	62
ENSG00000033011.7	ALG1	497	469	578	613	505	574	461	488	578	658	431	515	49	73	41	70
